date,rainfall,dept,temperature,volume,hydrometry
2010-04-11,0.0,-26.72,7.5,-27103.68,2.5
2010-04-12,0.9,-26.79,9.3,-29438.208,2.5
2010-04-13,0.0,-26.68,9.8,-27343.008,2.2
2010-04-14,0.0,-26.57,10.9,-26569.728,2.1
2010-04-15,0.0,-26.79,12.9,-29223.936,2.1
2010-04-16,0.0,-26.81,11.8,-28342.656,2.2
2010-04-17,0.0,-26.77,11.5,-27753.408,2.4
2010-04-18,0.0,-26.66,12.2,-27562.464,2.5
2010-04-19,0.0,-26.7,12.2,-28880.064,2.5
2010-04-20,0.0,-26.52,13.4,-28311.552,2.5
2010-04-21,0.0,-26.63,14.9,-29424.384,2.4
2010-04-22,0.0,-26.55,16.1,-29222.208,2.3
2010-04-23,0.0,-26.61,13.0,-28227.744,2.3
2010-04-24,0.0,-26.47,14.8,-29229.12,2.4
2010-04-25,0.0,-26.36,16.5,-27742.176,2.4
2010-04-26,0.0,-26.52,18.5,-29704.32,2.3
2010-04-27,0.0,-26.58,16.8,-31035.744,2.3
2010-04-28,0.0,-26.5,17.4,-29166.912,2.2
2010-04-29,0.0,-26.55,16.9,-30972.672,2.1
2010-04-30,0.0,-26.53,17.2,-30746.304,2.1
2010-05-01,0.0,-26.53,17.3,-30464.64,2.2
2010-05-02,0.0,-26.05,16.3,-23686.56,2.4
2010-05-03,6.5,-26.03,17.5,-25918.272,2.5
2010-05-04,0.0,-26.03,16.6,-26576.64,2.5
2010-05-05,0.3,-26.31,14.4,-29960.064,2.4
2010-05-06,0.0,-26.29,10.9,-28631.232,2.3
2010-05-07,0.0,-26.31,13.2,-29571.264,2.3
2010-05-08,0.0,-26.32,14.0,-29838.24,2.3
2010-05-09,0.0,-26.01,14.7,-26657.856,2.3
2010-05-10,0.0,-26.07,16.3,-27371.52,2.3
2010-05-11,0.0,-25.96,16.4,-26873.856,2.4
2010-05-12,16.1,-26.15,16.0,-27857.088,2.4
2010-05-13,0.0,-26.08,14.3,-28105.056,2.5
2010-05-14,19.8,-26.04,13.2,-28744.416,2.9
2010-05-15,21.5,-25.94,11.6,-27272.16,3.4
2010-05-16,0.0,-25.88,12.6,-25475.904,3.3
2010-05-17,0.0,-25.86,14.3,-26365.824,3.0
2010-05-18,3.7,-26.03,15.0,-27584.064,2.9
2010-05-19,0.0,-25.94,13.7,-27372.384,2.8
2010-05-20,0.0,-26.07,14.4,-28449.792,2.7
2010-05-21,0.0,-26.07,15.7,-28963.008,2.6
2010-05-22,0.0,-26.08,16.7,-30829.248,2.6
2010-05-23,0.0,-26.01,18.2,-29011.392,2.5
2010-05-24,0.0,-25.91,19.5,-28904.256,2.4
2010-05-25,0.0,-26.02,20.2,-31125.6,2.4
2010-05-26,0.0,-26.05,19.9,-31501.44,2.4
2010-05-27,0.0,-26.03,20.0,-30908.736,2.4
2010-05-28,0.0,-26.0,19.2,-30739.392,2.4
2010-05-29,0.0,-26.04,20.1,-32482.08,2.4
2010-05-30,0.0,-25.97,20.6,-29677.536,2.4
2010-05-31,0.0,-25.78,18.6,-28594.08,2.4
2010-06-01,0.0,-25.92,18.0,-30461.184,2.4
2010-06-02,0.0,-25.76,17.2,-28308.96,2.4
2010-06-03,0.9,-25.47,14.8,-25761.888,2.4
2010-06-04,0.0,-25.62,18.3,-28021.248,2.4
2010-06-05,0.0,-25.9,21.4,-31977.504,2.4
2010-06-06,0.0,-25.89,22.9,-30821.472,2.3
2010-06-07,0.0,-25.93,22.8,-32004.288,2.2
2010-06-08,0.0,-25.98,23.5,-31758.912,2.1
2010-06-09,0.0,-26.09,24.2,-33098.976,2.1
2010-06-10,0.0,-26.04,25.6,-30704.832,2.0
2010-06-11,0.0,-26.13,24.7,-32209.92,2.0
2010-06-12,0.0,-26.17,23.4,-32903.712,2.0
2010-06-13,0.0,-25.82,23.5,-27499.392,2.0
2010-06-14,0.0,-26.0,23.9,-29272.32,2.0
2010-06-15,2.2,-26.1,22.5,-31068.576,2.0
2010-06-16,0.0,-25.91,22.2,-27599.616,2.2
2010-06-17,0.0,-26.09,22.3,-31855.68,2.4
2010-06-18,0.0,-26.2,21.5,-33058.368,2.3
2010-06-19,0.0,-25.99,18.4,-29752.704,2.3
2010-06-20,0.0,-25.44,17.7,-25219.296,2.3
2010-06-21,10.1,-25.28,14.2,-24400.224,2.4
2010-06-22,0.0,-25.64,18.2,-27198.72,2.4
2010-06-23,0.0,-25.7,19.7,-28289.088,2.2
2010-06-24,0.0,-25.8,20.4,-29485.728,2.0
2010-06-25,0.0,-25.99,21.5,-30600.288,2.0
2010-06-26,5.3,-25.96,19.6,-30438.72,2.1
2010-06-27,0.0,-25.29,21.7,-23444.64,2.0
2010-06-28,0.0,-25.75,23.0,-28064.448,2.0
2010-06-29,0.0,-25.98,23.9,-30966.624,2.0
2010-06-30,0.0,-26.11,24.4,-32664.384,2.0
2010-07-01,0.0,-26.25,25.1,-31624.128,2.0
2010-07-02,0.0,-26.25,25.6,-31777.92,2.0
2010-07-03,0.0,-26.37,26.5,-32197.824,2.0
2010-07-04,0.0,-26.28,26.4,-30106.944,2.0
2010-07-05,0.0,-26.37,26.2,-30697.92,2.0
2010-07-06,0.0,-26.39,26.0,-30252.096,2.0
2010-07-07,0.0,-26.47,25.9,-30770.496,2.0
2010-07-08,0.0,-26.6,24.9,-33139.584,2.0
2010-07-09,0.0,-26.68,25.9,-34349.184,2.0
2010-07-10,0.0,-26.76,27.0,-34620.48,2.0
2010-07-11,0.0,-26.35,27.2,-25498.368,2.0
2010-07-12,0.0,-26.62,26.3,-30932.928,2.0
2010-07-13,0.0,-26.77,27.3,-33521.472,2.0
2010-07-14,0.0,-26.82,28.6,-32718.816,2.0
2010-07-15,0.0,-26.96,29.2,-33359.904,2.0
2010-07-16,0.0,-27.03,29.9,-31145.472,2.0
2010-07-17,0.0,-27.09,29.8,-34865.856,2.0
2010-07-18,0.0,-26.79,27.5,-29821.824,2.0
2010-07-19,0.0,-26.72,26.9,-30055.104,2.0
2010-07-20,0.0,-27.08,27.8,-33739.2,2.0
2010-07-21,0.0,-27.34,27.8,-36104.832,2.0
2010-07-22,0.0,-27.29,28.7,-34231.68,2.0
2010-07-23,0.0,-27.35,28.4,-33862.752,2.0
2010-07-24,0.0,-27.43,26.4,-33992.352,2.0
2010-07-25,0.0,-26.92,23.4,-26440.992,2.0
2010-07-26,0.0,-27.06,21.5,-28405.728,2.0
2010-07-27,0.0,-26.99,19.5,-26954.208,2.0
2010-07-28,0.0,-27.12,22.5,-27724.032,2.0
2010-07-29,0.0,-26.95,24.0,-27012.96,2.0
2010-07-30,0.0,-26.89,18.1,-29041.632,2.0
2010-07-31,0.0,-26.94,20.6,-28708.128,2.0
2010-08-01,0.0,-26.59,23.2,-25578.72,2.0
2010-08-02,0.0,-26.93,25.6,-29800.224,2.0
2010-08-03,0.0,-27.21,24.3,-34435.584,2.0
2010-08-04,0.0,-27.11,24.4,-32088.096,2.0
2010-08-05,2.0,-27.3,22.1,-33214.752,2.0
2010-08-06,0.0,-27.07,19.2,-30056.832,2.0
2010-08-07,0.0,-27.03,21.4,-31895.424,2.0
2010-08-08,0.0,-26.88,23.5,-29852.064,2.0
2010-08-09,0.0,-27.2,24.3,-32876.064,2.0
2010-08-10,0.0,-27.42,25.1,-34857.216,2.0
2010-08-11,0.0,-27.29,26.1,-30972.672,2.0
2010-08-12,0.0,-27.36,25.4,-31934.304,2.0
2010-08-13,0.0,-27.3,21.8,-29772.576,2.0
2010-08-14,13.7,-26.8,20.1,-24511.68,2.0
2010-08-15,1.7,-26.79,23.2,-25590.816,2.0
2010-08-16,0.0,-26.92,21.7,-29272.32,2.0
2010-08-17,0.0,-27.1,21.8,-31472.928,2.0
2010-08-18,0.0,-27.13,23.0,-32511.456,2.0
2010-08-19,0.0,-27.16,24.6,-33043.68,2.0
2010-08-20,0.0,-27.23,26.3,-34059.744,2.0
2010-08-21,0.0,-27.22,26.2,-32916.672,2.0
2010-08-22,0.0,-27.17,26.8,-31469.472,2.0
2010-08-23,0.0,-27.16,26.4,-32808.672,2.0
2010-08-24,0.0,-27.27,26.5,-33117.12,2.0
2010-08-25,0.0,-27.28,26.7,-32967.648,2.0
2010-08-26,0.0,-27.17,26.8,-31346.784,2.0
2010-08-27,0.0,-27.24,26.8,-31579.2,2.0
2010-08-28,0.0,-27.26,26.6,-31677.696,2.0
2010-08-29,0.0,-27.03,23.0,-27076.032,2.0
2010-08-30,0.0,-26.99,19.2,-26892.864,2.0
2010-08-31,0.0,-26.85,17.9,-26795.232,2.0
2010-09-01,0.0,-27.14,19.0,-30089.664,2.0
2010-09-02,0.0,-27.23,20.7,-31979.232,2.0
2010-09-03,0.0,-27.34,20.7,-33538.752,2.0
2010-09-04,0.0,-27.37,21.9,-33483.456,2.0
2010-09-05,0.0,-27.14,21.7,-29690.496,2.0
2010-09-06,0.0,-27.11,19.9,-28638.144,2.0
2010-09-07,0.0,-27.25,21.8,-31135.104,2.0
2010-09-08,0.0,-27.21,21.1,-30061.152,2.0
2010-09-09,13.3,-27.19,20.6,-29982.528,2.0
2010-09-10,0.0,-27.23,17.4,-30547.584,2.0
2010-09-11,0.0,-27.26,19.9,-31548.096,2.0
2010-09-12,0.0,-27.27,19.3,-32475.168,2.0
2010-09-13,0.0,-27.15,18.5,-30951.072,2.2
2010-09-14,0.8,-27.01,19.6,-27964.224,2.1
2010-09-15,0.0,-27.05,19.5,-29839.104,2.0
2010-09-16,0.0,-27.1,20.6,-30348.864,2.0
2010-09-17,0.0,-27.21,21.7,-32432.832,2.1
2010-09-18,0.1,-27.21,22.6,-32113.152,2.1
2010-09-19,0.0,-27.0,18.9,-27957.312,2.1
2010-09-20,0.0,-26.96,17.4,-27066.528,2.1
2010-09-21,0.0,-27.03,16.0,-28990.656,2.0
2010-09-22,0.0,-26.99,18.2,-29793.312,2.0
2010-09-23,0.0,-27.05,18.1,-31753.728,2.0
2010-09-24,0.0,-27.0,17.4,-30311.712,2.1
2010-09-25,0.0,-26.94,16.0,-30688.416,2.1
2010-09-26,0.3,-26.86,15.5,-28810.08,2.0
2010-09-27,0.0,-27.06,15.7,-30341.088,2.1
2010-09-28,0.0,-27.24,14.7,-31285.44,2.1
2010-09-29,0.0,-27.19,14.5,-31259.52,2.0
2010-09-30,0.0,-27.13,15.0,-31089.312,2.0
2010-10-01,1.1,-27.09,15.7,-30849.12,2.0
2010-10-02,0.0,-27.13,15.9,-32304.096,2.0
2010-10-03,0.0,-27.13,17.2,-32042.304,2.0
2010-10-04,0.0,-27.13,16.5,-31965.408,2.1
2010-10-05,8.9,-27.08,17.2,-30345.408,2.1
2010-10-06,0.0,-27.04,17.3,-30889.728,2.1
2010-10-07,0.0,-27.1,17.3,-31081.536,2.2
2010-10-08,0.0,-27.11,16.3,-30754.944,2.3
2010-10-09,0.0,-27.13,14.1,-32496.768,2.3
2010-10-10,0.0,-27.04,13.2,-30379.968,2.3
2010-10-11,0.0,-27.05,13.9,-29392.416,2.2
2010-10-12,0.0,-27.04,14.6,-30583.008,2.0
2010-10-13,0.0,-26.96,14.5,-29110.752,2.0
2010-10-14,0.0,-27.03,14.2,-29235.168,2.0
2010-10-15,0.0,-27.01,13.6,-29886.624,2.0
2010-10-16,0.0,-27.07,13.6,-31603.392,2.0
2010-10-17,0.0,-26.95,13.5,-28698.624,2.1
2010-10-18,0.0,-27.03,11.3,-30303.072,2.0
2010-10-19,0.0,-27.05,12.6,-30831.84,2.0
2010-10-20,0.0,-27.03,9.9,-29595.456,2.0
2010-10-21,0.0,-27.05,9.6,-29717.28,2.0
2010-10-22,0.0,-27.13,10.7,-31372.704,2.0
2010-10-23,0.0,-27.21,12.9,-34405.344,2.0
2010-10-24,0.0,-27.31,15.1,-35950.176,2.1
2010-10-25,0.0,-27.05,13.2,-30131.136,2.1
2010-10-26,0.0,-27.08,10.0,-28804.896,2.1
2010-10-27,0.0,-27.26,9.6,-31369.248,2.1
2010-10-28,0.0,-27.14,8.8,-29866.752,2.1
2010-10-29,0.0,-27.13,8.1,-30988.224,2.1
2010-10-30,0.0,-27.17,9.2,-31577.472,2.1
2010-10-31,0.0,-26.96,14.3,-28234.656,2.1
2010-11-01,17.4,-26.82,16.1,-27807.84,2.1
2010-11-02,0.0,-26.85,13.6,-28564.704,2.1
2010-11-03,0.0,-27.09,12.9,-29848.608,2.1
2010-11-04,0.0,-27.17,12.3,-29685.312,2.1
2010-11-05,0.0,-27.16,10.3,-29854.656,2.1
2010-11-06,0.0,-27.04,9.8,-29691.36,2.1
2010-11-07,0.0,-26.9,14.0,-29109.024,2.2
2010-11-08,0.0,-26.71,11.3,-26610.336,2.2
2010-11-09,25.3,-26.83,11.1,-29373.408,2.2
2010-11-10,0.0,-26.96,12.3,-29467.584,2.3
2010-11-11,0.0,-27.11,10.8,-30147.552,2.3
2010-11-12,0.1,-26.78,8.7,-29397.6,2.3
2010-11-13,0.0,-26.8,12.6,-30755.808,2.4
2010-11-14,0.0,-26.81,12.2,-29850.336,2.5
2010-11-15,0.0,-26.76,13.4,-27630.72,2.3
2010-11-16,0.0,-26.87,12.2,-28092.96,2.3
2010-11-17,0.0,-27.03,8.6,-28931.04,2.3
2010-11-18,8.0,-27.09,7.3,-30049.056,2.3
2010-11-19,0.0,-27.09,9.9,-28932.768,2.3
2010-11-20,0.0,-27.12,9.8,-31402.944,2.3
2010-11-21,30.0,-26.77,9.7,-27476.928,2.5
2010-11-22,0.0,-26.96,10.7,-28959.552,2.9
2010-11-23,0.0,-27.0,8.1,-29817.504,3.2
2010-11-24,0.0,-26.92,6.7,-28704.672,3.1
2010-11-25,0.0,-26.88,5.1,-27649.728,2.8
2010-11-26,7.2,-26.84,5.2,-28281.312,2.7
2010-11-27,0.0,-27.04,4.1,-30666.816,2.7
2010-11-28,0.0,-26.9,4.0,-22046.688,3.1
2010-11-29,0.0,-27.0,7.8,-29669.76,3.6
2010-11-30,0.0,-27.04,5.6,-29575.584,3.9
2010-12-01,23.4,-27.01,10.3,-33183.648,3.9
2010-12-02,0.0,-27.12,9.4,-33795.36,3.7
2010-12-03,9.1,-27.27,5.4,-35647.776,3.7
2010-12-04,0.0,-27.2,4.7,-34488.288,3.3
2010-12-05,0.0,-27.04,2.3,-30179.52,3.0
2010-12-06,0.0,-26.93,11.3,-29930.688,2.8
2010-12-07,0.0,-26.9,14.5,-30852.576,2.8
2010-12-08,0.0,-26.89,14.9,-31396.032,2.7
2010-12-09,0.0,-26.66,13.4,-29807.136,2.4
2010-12-10,0.0,-26.75,6.1,-29709.504,2.3
2010-12-11,0.0,-26.71,2.3,-31220.64,2.4
2010-12-12,0.0,-26.44,6.0,-29291.328,2.4
2010-12-13,0.0,-26.52,5.1,-30348.0,2.3
2010-12-14,0.0,-26.36,1.0,-28461.888,2.1
2010-12-15,0.0,-26.32,1.0,-29501.28,2.6
2010-12-16,0.0,-26.4,-1.4,-31635.36,2.6
2010-12-17,0.0,-26.31,-2.1,-31293.216,2.4
2010-12-18,7.3,-26.3,2.2,-32840.64,2.7
2010-12-19,0.0,-26.17,-0.1,-28566.432,2.7
2010-12-20,0.0,-25.93,4.1,-27582.336,2.5
2010-12-21,0.0,-26.06,9.2,-29841.696,2.5
2010-12-22,0.0,-25.9,12.0,-29493.504,2.7
2010-12-23,0.0,-25.89,13.9,-29698.272,2.7
2010-12-24,0.0,-25.87,10.3,-29586.816,2.7
2010-12-25,0.0,-25.45,7.5,-25193.376,2.8
2010-12-26,0.0,-25.38,5.7,-24894.432,2.8
2010-12-27,0.0,-25.62,3.0,-27683.424,2.8
2010-12-28,0.0,-25.64,0.9,-27668.736,2.8
2010-12-29,0.0,-25.5,0.8,-27401.76,2.8
2010-12-30,0.0,-25.44,4.3,-27473.472,2.6
2010-12-31,0.0,-25.6,4.1,-29916.864,2.5
2011-01-01,0.0,-25.56,5.6,-28958.688,2.5
2011-01-02,0.0,-25.24,6.3,-26367.552,2.4
2011-01-03,0.0,-25.48,5.1,-29775.168,2.3
2011-01-04,0.0,-25.35,0.1,-27673.92,2.3
2011-01-05,0.3,-25.29,2.1,-27760.32,2.4
2011-01-06,0.0,-25.24,6.5,-27187.488,2.6
2011-01-07,0.0,-25.19,11.4,-29020.032,2.4
2011-01-08,0.0,-25.31,9.1,-29743.2,2.4
2011-01-09,0.0,-25.22,4.8,-28448.064,2.6
2011-01-10,0.5,-25.08,7.0,-27772.416,2.3
2011-01-11,0.9,-24.98,8.0,-27477.792,2.4
2011-01-12,0.0,-25.14,4.5,-28899.936,2.3
2011-01-13,0.0,-24.92,3.7,-27804.384,2.3
2011-01-14,0.0,-24.87,3.6,-27967.68,2.3
2011-01-15,0.0,-25.09,8.0,-29808.0,2.3
2011-01-16,0.0,-25.02,4.0,-28378.08,2.3
2011-01-17,0.0,-24.79,4.1,-26835.84,2.3
2011-01-18,0.0,-24.86,4.0,-26974.944,2.3
2011-01-19,0.1,-24.8,6.0,-27190.944,2.3
2011-01-20,17.2,-24.7,4.5,-26435.808,2.4
2011-01-21,0.0,-24.78,3.7,-27414.72,2.5
2011-01-22,0.0,-24.78,3.9,-29806.272,2.4
2011-01-23,0.0,-24.59,2.5,-26606.016,2.4
2011-01-24,0.0,-24.71,1.0,-27803.52,2.4
2011-01-25,0.0,-24.62,1.1,-27975.456,2.3
2011-01-26,0.0,-24.55,4.6,-27575.424,2.2
2011-01-27,0.0,-24.63,5.9,-28459.296,2.3
2011-01-28,0.0,-24.69,7.8,-27580.608,2.5
2011-01-29,0.0,-24.71,5.5,-28166.4,2.4
2011-01-30,5.9,-24.57,5.0,-26755.488,2.4
2011-01-31,0.0,-24.36,4.1,-25154.496,2.5
2011-02-01,0.0,-24.49,4.4,-26838.432,2.4
2011-02-02,0.0,-24.41,4.5,-27780.192,2.4
2011-02-03,0.0,-24.41,6.2,-27304.992,2.4
2011-02-04,0.0,-24.51,8.2,-27851.04,2.4
2011-02-05,0.0,-24.47,4.7,-28121.472,2.3
2011-02-06,0.0,-24.27,4.4,-26226.72,2.3
2011-02-07,0.0,-24.3,4.7,-26167.968,2.2
2011-02-08,0.0,-24.31,5.2,-25812.0,2.4
2011-02-09,0.0,-24.15,2.4,-25933.824,2.3
2011-02-10,0.0,-24.18,2.6,-25098.336,2.3
2011-02-11,0.0,-24.21,5.4,-25890.624,2.3
2011-02-12,0.0,-24.11,7.6,-27174.528,2.3
2011-02-13,0.0,-24.07,7.5,-25221.024,2.3
2011-02-14,0.0,-24.07,6.4,-26765.856,2.3
2011-02-15,0.0,-24.09,7.7,-26916.192,2.3
2011-02-16,8.4,-23.9,8.4,-25251.264,2.3
2011-02-17,0.0,-24.05,8.8,-26105.76,2.4
2011-02-18,0.0,-23.99,8.0,-26798.688,2.4
2011-02-19,0.0,-24.18,8.3,-29152.224,2.3
2011-02-20,10.1,-24.1,6.6,-25587.36,2.3
2011-02-21,0.0,-23.84,6.0,-24712.992,2.5
2011-02-22,0.0,-23.97,4.8,-26079.84,2.3
2011-02-23,0.0,-24.05,3.7,-26104.032,2.3
2011-02-24,0.0,-24.01,2.8,-26354.592,2.4
2011-02-25,0.0,-24.03,4.1,-27532.224,2.3
2011-02-26,0.0,-24.07,3.2,-28378.944,2.4
2011-02-27,0.0,-23.95,2.2,-25373.088,2.4
2011-02-28,0.2,-23.87,6.1,-27232.416,2.4
2011-03-01,0.0,-23.89,7.3,-25581.312,2.4
2011-03-02,0.0,-23.89,5.2,-26464.32,2.7
2011-03-03,0.0,-23.97,7.6,-26713.152,2.7
2011-03-04,0.0,-24.11,5.9,-27731.808,2.7
2011-03-05,4.7,-24.06,6.0,-29690.496,2.6
2011-03-06,0.0,-24.09,7.9,-28866.24,2.6
2011-03-07,0.0,-24.14,4.8,-28577.664,2.3
2011-03-08,0.0,-24.13,3.3,-28226.016,2.5
2011-03-09,0.0,-24.06,2.7,-28563.84,2.5
2011-03-10,0.0,-24.11,4.4,-28982.88,2.4
2011-03-11,0.0,-24.09,6.4,-29042.496,2.4
2011-03-12,0.0,-24.11,7.0,-30348.864,2.4
2011-03-13,0.0,-24.03,8.3,-27560.736,2.4
2011-03-14,0.3,-23.96,14.2,-26625.024,2.4
2011-03-15,0.0,-23.93,14.4,-28100.736,2.4
2011-03-16,32.1,-23.95,12.0,-30709.152,2.6
2011-03-17,0.0,-23.92,10.4,-28430.784,2.8
2011-03-18,0.0,-23.86,11.1,-28263.168,2.8
2011-03-19,0.0,-24.02,10.8,-30462.048,2.7
2011-03-20,0.1,-23.9,7.1,-27335.232,2.6
2011-03-21,0.0,-23.9,6.6,-28293.408,2.5
2011-03-22,0.0,-23.92,8.9,-28413.504,2.5
2011-03-23,0.0,-23.82,11.3,-28067.904,2.5
2011-03-24,0.0,-23.99,11.6,-28994.112,2.5
2011-03-25,0.0,-23.96,10.6,-29394.144,2.4
2011-03-26,0.0,-23.87,11.8,-29109.024,2.5
2011-03-27,0.0,-23.82,11.2,-28211.328,2.4
2011-03-28,14.5,-23.54,11.4,-24828.768,2.5
2011-03-29,0.0,-23.67,10.8,-26783.136,2.6
2011-03-30,0.0,-23.82,11.0,-28168.128,2.4
2011-03-31,0.0,-23.86,12.1,-28601.856,2.4
2011-04-01,0.0,-23.9,13.2,-28645.056,2.4
2011-04-02,0.0,-23.96,15.4,-29773.44,2.4
2011-04-03,0.0,-23.87,15.9,-28059.264,2.4
2011-04-04,0.0,-23.9,16.2,-28353.024,2.4
2011-04-05,0.0,-23.82,13.4,-28404.0,2.3
2011-04-06,0.0,-23.78,16.0,-29351.808,2.1
2011-04-07,0.0,-23.77,17.8,-29705.184,2.0
2011-04-08,0.0,-23.75,17.4,-30732.48,2.0
2011-04-09,0.0,-23.75,18.1,-30824.064,2.0
2011-04-10,0.0,-23.68,17.8,-27570.24,2.1
2011-04-11,0.0,-23.66,16.0,-26954.208,2.0
2011-04-12,0.0,-23.78,16.0,-28009.152,2.0
2011-04-13,0.0,-23.75,11.1,-27333.504,2.1
2011-04-14,5.2,-23.86,8.2,-28489.536,2.1
2011-04-15,0.0,-23.8,10.1,-27662.688,2.1
2011-04-16,0.0,-23.88,11.1,-30933.792,2.1
2011-04-17,0.0,-23.78,12.2,-28012.608,2.1
2011-04-18,0.0,-23.83,11.8,-29924.64,2.2
2011-04-19,0.0,-23.89,12.8,-31959.36,2.2
2011-04-20,0.0,-23.85,14.1,-31262.112,2.2
2011-04-21,0.0,-23.99,15.2,-31243.968,2.2
2011-04-22,0.0,-23.88,15.6,-30381.696,2.2
2011-04-23,0.0,-23.89,14.4,-29653.344,2.0
2011-04-24,0.6,-23.4,16.0,-23283.072,2.0
2011-04-25,0.0,-23.35,14.6,-23828.256,2.0
2011-04-26,0.0,-23.51,14.5,-27139.968,2.2
2011-04-27,0.0,-23.65,15.2,-29260.224,2.2
2011-04-28,0.0,-23.72,13.9,-29072.736,2.0
2011-04-29,0.0,-23.7,13.2,-28757.376,2.2
2011-04-30,0.0,-23.48,14.6,-26269.92,2.4
2011-05-01,0.0,-23.5,16.6,-26502.336,2.2
2011-05-02,0.0,-23.6,15.5,-28351.296,2.0
2011-05-03,0.0,-23.53,17.3,-26939.52,2.0
2011-05-04,0.0,-23.78,14.3,-28840.32,2.0
2011-05-05,0.0,-23.84,14.0,-29166.912,2.0
2011-05-06,0.0,-23.87,14.2,-29988.576,2.0
2011-05-07,0.0,-24.01,16.8,-33290.784,2.0
2011-05-08,0.0,-23.77,17.5,-29727.648,2.0
2011-05-09,0.0,-23.91,14.7,-28951.776,2.0
2011-05-10,0.0,-23.96,17.5,-31477.248,2.0
2011-05-11,0.0,-24.04,17.9,-31568.832,2.0
2011-05-12,0.0,-24.08,19.6,-33018.624,2.0
2011-05-13,0.0,-24.12,20.8,-32984.928,2.0
2011-05-14,0.0,-24.2,20.0,-33477.408,2.1
2011-05-15,0.0,-24.07,14.3,-29056.32,2.4
2011-05-16,1.0,-23.68,13.7,-26257.824,2.2
2011-05-17,0.0,-23.85,13.9,-28012.608,2.0
2011-05-18,0.0,-23.9,16.2,-28312.416,2.0
2011-05-19,0.0,-23.91,18.3,-32511.456,2.0
2011-05-20,0.0,-23.84,19.3,-30986.496,2.0
2011-05-21,0.0,-23.81,19.0,-29997.216,2.0
2011-05-22,0.0,-23.76,20.1,-28714.176,2.0
2011-05-23,0.0,-23.94,20.9,-31453.92,2.0
2011-05-24,0.0,-24.07,22.2,-33283.872,2.0
2011-05-25,0.0,-24.29,22.5,-35090.496,2.0
2011-05-26,0.0,-24.23,23.6,-33277.824,2.0
2011-05-27,0.0,-24.06,23.1,-31238.784,2.0
2011-05-28,10.0,-23.93,20.6,-28546.56,2.0
2011-05-29,0.0,-23.89,18.7,-26748.576,2.0
2011-05-30,0.0,-23.9,20.9,-28440.288,2.0
2011-05-31,0.0,-24.07,21.5,-30044.736,2.0
2011-06-01,0.0,-23.94,19.8,-26031.456,2.0
2011-06-02,0.0,-23.74,20.5,-24096.96,2.0
2011-06-03,0.0,-23.88,21.4,-26683.776,2.0
2011-06-04,0.0,-23.76,19.7,-25780.032,2.0
2011-06-05,5.0,-23.68,18.3,-24639.552,2.0
2011-06-06,0.0,-23.7,21.8,-27180.576,2.0
2011-06-07,3.4,-23.66,20.8,-26784.864,2.0
2011-06-08,0.0,-23.67,19.2,-26413.344,2.0
2011-06-09,0.2,-23.82,19.2,-27739.008,2.0
2011-06-10,0.0,-23.84,19.1,-29064.672,2.0
2011-06-11,5.8,-23.87,18.7,-30390.336,2.0
2011-06-12,0.0,-23.71,19.7,-26593.056,2.0
2011-06-13,0.0,-23.68,20.6,-26240.544,2.0
2011-06-14,0.1,-23.84,20.3,-29202.336,2.0
2011-06-15,0.0,-24.08,21.6,-23556.096,2.0
2011-06-16,0.0,-24.25,23.2,-31351.968,2.0
2011-06-17,0.0,-24.26,23.7,-33033.312,2.0
2011-06-18,0.0,-24.15,24.4,-32512.32,2.0
2011-06-19,0.0,-24.11,23.5,-29343.168,2.0
2011-06-20,0.0,-24.19,22.5,-31178.304,2.0
2011-06-21,0.0,-24.31,24.8,-32614.272,2.0
2011-06-22,0.0,-24.35,25.7,-31968.864,2.0
2011-06-23,0.0,-24.68,25.5,-35717.76,2.0
2011-06-24,0.0,-24.69,25.2,-32231.52,2.0
2011-06-25,0.0,-24.77,23.5,-33736.608,2.0
2011-06-26,0.0,-24.74,24.1,-31084.128,2.0
2011-06-27,0.0,-24.73,26.7,-31560.192,2.0
2011-06-28,0.0,-24.9,26.4,-34969.536,2.0
2011-06-29,0.0,-24.82,25.6,-33090.336,2.0
2011-06-30,0.2,-24.59,24.4,-29630.016,2.0
2011-07-01,0.0,-24.66,22.5,-31254.336,2.0
2011-07-02,0.0,-24.35,19.3,-24684.48,2.0
2011-07-03,0.0,-24.25,21.2,-25772.256,2.0
2011-07-04,0.0,-24.55,23.3,-31145.472,2.0
2011-07-05,0.0,-24.59,22.1,-31780.512,2.0
2011-07-06,0.0,-24.61,24.7,-30990.816,2.0
2011-07-07,0.0,-24.99,26.3,-34913.376,2.0
2011-07-08,0.0,-24.97,26.7,-33344.352,2.0
2011-07-09,0.0,-25.11,27.4,-34806.24,2.0
2011-07-10,0.0,-24.98,27.8,-31437.504,2.0
2011-07-11,0.0,-25.0,28.3,-33144.768,2.0
2011-07-12,0.0,-25.23,29.4,-35113.824,2.0
2011-07-13,0.0,-25.33,29.9,-34576.416,2.0
2011-07-14,0.0,-25.27,28.1,-32838.912,2.0
2011-07-15,0.0,-25.26,24.8,-31878.144,1.9
2011-07-16,0.0,-25.18,23.7,-31205.088,2.0
2011-07-17,0.0,-25.11,24.7,-30417.984,2.0
2011-07-18,0.0,-25.16,25.1,-31111.776,2.0
2011-07-19,0.0,-25.15,23.1,-30159.648,2.0
